Composer,Performer,Perf_Nationality,Perf_Gender,Piece,Length,Tempo,Time_Signature,Freq_C,Freq_C#/Db,Freq_D,Freq_D#/Eb,Freq_E,Freq_F,Freq_F#/Gb,Freq_G,Freq_G#/Ab,Freq_A,Freq_A#/Bb,Freq_B,Unique_Velocities,Average_Velocity,Min_Velocity,Max_Velocity
Liszt,MarinaKan,Norway,F,GrandesEtudesDePaganiniS141No6,340,214,4/4,0.09656,0.03879,0.09003,0.0291,0.21252,0.10816,0.01687,0.05313,0.06873,0.1615,0.0234,0.1012,108,64.46,2,109
Liszt,AlbertMamriev,Israel,M,SonataApresUneLectureDeDante,1063,213,4/4,0.05264,0.08381,0.13383,0.0749,0.06982,0.08055,0.08707,0.06648,0.08516,0.11196,0.07793,0.07586,107,72.31,6,113
Liszt,DongzuJin,China,M,BalladeNo2InBMinorS171,749,209,4/4,0.05397,0.1205,0.07771,0.0813,0.07177,0.06377,0.11539,0.07108,0.07978,0.07274,0.09593,0.09607,113,72.72,3,121
Liszt,EvelynMo,USA,F,EtudeNo2,309,211,4/4,0.10128,0.12332,0.03992,0.08073,0.08222,0.10337,0.05153,0.07715,0.09354,0.0703,0.09473,0.08192,110,65.74,3,120
Liszt,ElmarGasanov,Russia,M,ValseCapriceNo6FromSoireesDeVienneDApresSchubert(2),444,208,4/4,0.07439,0.11435,0.08609,0.03974,0.16071,0.07815,0.07196,0.03731,0.08587,0.13951,0.03333,0.07859,106,62.37,3,109
Liszt,LindsayGarritson,USA,F,TranscendentalEtudeWildJagd,277,209,4/4,0.11216,0.0598,0.08772,0.09774,0.07133,0.0862,0.05661,0.12597,0.07998,0.05388,0.08681,0.0818,115,71.58,2,120
Liszt,AlexeyChernov,Russia,M,MephistoWaltzNo1S514,270,220,4/4,0.07326,0.08115,0.07946,0.11271,0.07805,0.08932,0.06481,0.06453,0.09946,0.10031,0.07326,0.08369,116,66.35,2,126
Liszt,ElmarGasanov,Russia,M,ValseCapriceNo6FromSoireesDeVienneDApresSchubert,442,192,4/4,0.07517,0.11308,0.08692,0.04035,0.16364,0.08293,0.06874,0.03703,0.08226,0.14013,0.03237,0.07738,99,58.27,3,101
Liszt,YanZhuoLi,China,M,HungarianRhapsodyNo2InCSharpMinor,540,206,4/4,0.04407,0.27994,0.02167,0.06691,0.05564,0.07628,0.1063,0.01493,0.15608,0.05227,0.06281,0.0631,113,71.47,2,118
Liszt,EricGuo,Canada,M,EtudesDExacutionTranscendanteNo4,485,215,4/4,0.05488,0.07582,0.14493,0.04831,0.10292,0.08184,0.05967,0.088,0.05844,0.12413,0.09662,0.06446,115,72.05,2,122
Liszt,EloiseKim,SouthKorea,F,ConcertEtudeUnSospiro,356,206,4/4,0.07553,0.16031,0.04524,0.08194,0.06306,0.114,0.08479,0.02886,0.1482,0.0912,0.06662,0.04026,104,57.54,1,110
Liszt,DongyanSun,China,F,ConcertEtudeNo2,295,211,4/4,0.10324,0.12248,0.03696,0.07758,0.08491,0.09682,0.05223,0.08094,0.09652,0.07025,0.09499,0.08308,99,70.2,3,111
Liszt,JiaRan,China,F,MephistoWaltzNo1,711,214,4/4,0.05981,0.11061,0.07175,0.04918,0.14177,0.09674,0.08905,0.03977,0.08197,0.10079,0.08136,0.07721,110,65.58,6,115
Liszt,JiaRan,China,F,MephistoWaltzNo1(2),689,205,4/4,0.06098,0.11127,0.07358,0.05058,0.14096,0.09617,0.08777,0.04249,0.08168,0.10127,0.07698,0.07628,108,65.49,6,113
Liszt,YilinWang,China,M,EtudesDExecutionTranscendanteNo5,216,215,4/4,0.07654,0.06747,0.10423,0.08006,0.05463,0.13218,0.09693,0.05589,0.06873,0.07805,0.11178,0.07351,107,59.72,3,111
Liszt,YilinWang,China,M,TarantellaVeneziaENapoliInGMinorS159,504,214,4/4,0.08977,0.05585,0.13867,0.10189,0.04686,0.06457,0.04877,0.12682,0.07451,0.0786,0.11497,0.05871,112,63.2,2,115
Liszt,YonJoonYoon,SouthKorea,M,LaCampanella,287,229,4/4,0.017,0.08086,0.03643,0.30087,0.06945,0.02768,0.07504,0.05172,0.12118,0.02987,0.09738,0.09252,117,70.57,3,126
Liszt,ElmarGasanov,Russia,M,SonataInBMinorS178,1678,191,4/4,0.05517,0.0909,0.07539,0.09401,0.07979,0.06616,0.10142,0.09295,0.07515,0.07709,0.09636,0.0956,122,70.57,1,124
Liszt,AllisonTo,USA,F,ValseDeLOperaFaustDeGounodS407,550,208,4/4,0.04954,0.08392,0.10745,0.07817,0.0881,0.07412,0.10431,0.07085,0.05608,0.16065,0.06471,0.06209,112,70.05,3,120
Liszt,YuqingMeng,China,M,ReminiscencesDeDonJuan,1077,205,4/4,0.06009,0.08554,0.09035,0.05694,0.11858,0.10338,0.06608,0.0462,0.07078,0.12352,0.09153,0.08702,122,68.95,2,126
Liszt,AlessandroTaverna,Italy,M,TarantelleDiBravuraS386,308,206,4/4,0.10783,0.07582,0.06376,0.07681,0.08764,0.08518,0.07755,0.07509,0.07189,0.09281,0.09577,0.08986,119,77.55,1,126
Liszt,KookHeeHong,SouthKorea,F,EtudeNo2LaLeggierezza,274,201,4/4,0.10442,0.12357,0.03553,0.08094,0.08372,0.09978,0.0519,0.07909,0.09515,0.06858,0.09391,0.08341,91,63.46,6,104
Liszt,RanJia,China,F,DanteSonata(2),902,221,4/4,0.05395,0.08472,0.12917,0.07529,0.0666,0.0819,0.09422,0.06434,0.08625,0.10815,0.07972,0.0757,119,68.15,1,126
Liszt,AdrianBrendle,Germany,M,SonataInBMinorS178,1480,208,4/4,0.05667,0.08614,0.0772,0.08939,0.0841,0.06579,0.09977,0.09545,0.07366,0.08098,0.09203,0.09881,119,71.35,1,126
Liszt,JiaZinMin,China,F,BalladeNo2InBMinorS171,748,209,4/4,0.05033,0.12084,0.07805,0.08189,0.07535,0.06255,0.11842,0.06995,0.07904,0.07336,0.09795,0.09227,112,69.61,2,117
Liszt,ZitongWang,China,F,TranscendentalEtudeNo5,219,206,4/4,0.07463,0.06553,0.1058,0.081,0.06075,0.13675,0.09306,0.05734,0.06667,0.08237,0.10944,0.06667,98,62.18,3,103
Liszt,YuanfanYang,UnitedKingdom,M,EtudeNo3InGSharpMinor,255,218,4/4,0.02099,0.08763,0.03442,0.28802,0.07152,0.02685,0.07762,0.05004,0.12155,0.03222,0.09763,0.09153,115,69.44,3,126
Liszt,RanJia,China,F,DanteSonata,918,224,4/4,0.05339,0.08499,0.12889,0.07405,0.06842,0.08169,0.0948,0.06481,0.08692,0.10758,0.07952,0.07494,121,67.56,1,126
Liszt,ZitongWang,China,F,TarantellaS162No3,488,203,4/4,0.08878,0.05624,0.1387,0.09668,0.04676,0.06678,0.05045,0.12895,0.0735,0.07732,0.11604,0.0598,112,66.59,2,124
Liszt,EvelynMo,USA,F,RhapsodieEspagnoleS254,772,215,4/4,0.04796,0.11111,0.08722,0.07286,0.09701,0.05074,0.11272,0.064,0.08198,0.13855,0.05125,0.0846,118,63.23,1,121
Liszt,DanielEras,CostaRica,M,MephistoWaltzNo1,662,218,4/4,0.06242,0.11116,0.06992,0.05553,0.12929,0.09515,0.09819,0.04023,0.07792,0.10082,0.08653,0.07285,121,70.55,2,125
Liszt,ElmarGasanov,Russia,M,LaCampanella,297,209,4/4,0.01728,0.08399,0.03432,0.29326,0.07295,0.0264,0.07391,0.05112,0.12431,0.03216,0.09671,0.09359,98,67.51,5,107
Liszt,LindaRuan,Canada,F,TranscendentalEtudeNo10S139,257,218,4/4,0.11275,0.10659,0.04395,0.08195,0.06593,0.12939,0.06182,0.07229,0.11912,0.04292,0.09468,0.0686,111,73.94,2,118
Liszt,CharlieLiu,USA,M,GrandesEtudesDePaganini,262,214,4/4,0.02119,0.08227,0.03815,0.28173,0.08003,0.02942,0.06956,0.05335,0.11668,0.0354,0.09624,0.09599,110,69.68,3,117
Liszt,YuanfanYang,UnitedKingdom,M,HungarianRhapsodyNo15S244No15,314,209,4/4,0.07085,0.07829,0.09537,0.03263,0.16368,0.08438,0.04447,0.04363,0.09418,0.15032,0.03788,0.10433,111,73.57,3,114
Liszt,TatianaIvleva,Russia,F,HungarianRhapsodyNo12InCSharpMinor,585,222,4/4,0.04815,0.16632,0.02845,0.08672,0.07646,0.06976,0.1045,0.03009,0.19177,0.05827,0.08111,0.05841,106,66.57,6,115
Liszt,ShengCai,China,M,TranscendentalEtudeNo4,456,216,4/4,0.0564,0.07798,0.14171,0.05161,0.10166,0.08037,0.06472,0.08305,0.05739,0.12338,0.10152,0.06021,122,75.29,2,126
Liszt,Young-AhTak,SouthKorea,F,RigolettoPraphrase,418,203,4/4,0.08051,0.13789,0.03183,0.13141,0.0409,0.11586,0.09902,0.03017,0.15602,0.0546,0.072,0.04979,112,69.16,2,113
Liszt,Young-AhTak,SouthKorea,F,Sonetto104DelPetrarca,390,203,4/4,0.07539,0.0917,0.05145,0.08253,0.13296,0.02394,0.10749,0.05756,0.13245,0.09017,0.03617,0.11819,95,60.76,3,106
Liszt,SergeySmirnov,Belarus,M,LaLeggierezza,319,211,4/4,0.10335,0.12263,0.0354,0.08375,0.08565,0.09735,0.05247,0.07901,0.09956,0.06479,0.09071,0.08534,109,61.02,3,119
Liszt,LeezaAli,USA,F,LaCampanella,296,222,4/4,0.02096,0.09164,0.03412,0.28199,0.07312,0.02998,0.07336,0.04996,0.11796,0.03753,0.09725,0.09213,110,64.53,2,113
Liszt,YonggiuLiu,China,F,GrandesEtudesDePaganiniNo3,264,216,4/4,0.02006,0.08001,0.03702,0.29401,0.07762,0.02699,0.07261,0.05111,0.1187,0.0332,0.09601,0.09267,113,71.73,3,125
Liszt,SerhiiMorozov,Ukraine,M,SpanishRhapsody,1317,211,4/4,0.05988,0.14985,0.03208,0.09783,0.10985,0.0563,0.08757,0.03554,0.16991,0.06862,0.05196,0.08059,102,66.36,6,108
Liszt,TristanTeo,Canada,M,StaendchenFromSchwannengesang,339,170,4/4,0.03578,0.06881,0.19633,0.00367,0.08899,0.08349,0.07248,0.1344,0.00138,0.2133,0.06055,0.04083,90,48.35,5,98
Liszt,TristanTeo,Canada,M,RhapsodieEspagnole,776,212,4/4,0.05019,0.10686,0.08884,0.06914,0.09937,0.05314,0.10888,0.06552,0.07907,0.14375,0.04893,0.08632,119,69.57,2,120
Liszt,TristanTeo,Canada,M,PreludeAndFugueInAMinor,547,194,4/4,0.11905,0.02245,0.12297,0.02019,0.16025,0.07539,0.04676,0.07745,0.05232,0.16107,0.00927,0.13285,89,70.5,6,115
Liszt,YukikoSekino,Japan,F,DanteSonata(2),986,213,4/4,0.05633,0.08622,0.12229,0.07605,0.0669,0.07988,0.09718,0.06948,0.08685,0.10398,0.08067,0.07417,116,64.77,2,119
Liszt,YukikoSekino,Japan,F,DanteSonata,972,212,4/4,0.0537,0.0871,0.12277,0.07581,0.06671,0.07957,0.09658,0.06907,0.0871,0.1034,0.08435,0.07385,119,65.72,1,123
Liszt,YerinYoung,SouthKorea,F,TroisEtudesDeConcertS144,287,209,4/4,0.10425,0.12315,0.04157,0.07937,0.08252,0.0989,0.04945,0.08157,0.0948,0.06835,0.09197,0.08409,99,65.71,3,107
Liszt,TJKeanuTario,USA,M,ConcertEtudeGnomenreigen,173,223,4/4,0.06006,0.13465,0.09622,0.0762,0.05651,0.08912,0.13142,0.04198,0.08234,0.0804,0.07233,0.07879,102,68.81,2,110
Liszt,EdwardZhang,USA,M,ParaphraseDeConcertSurRigolettoS434,421,209,4/4,0.08186,0.13624,0.03267,0.12721,0.0417,0.11241,0.10012,0.03132,0.15776,0.05265,0.07686,0.04919,117,67.1,3,126
Liszt,YuliannaAvdeeva,Russia,F,MephistoWaltzNo1(2),671,214,4/4,0.06014,0.11133,0.07011,0.04893,0.14278,0.09755,0.09036,0.03968,0.07987,0.10177,0.08183,0.07566,113,67.89,2,118
Liszt,YuliannaAvdeeva,Russia,F,MephistoWaltzNo1,670,208,4/4,0.05963,0.11117,0.07031,0.04853,0.14155,0.09675,0.0897,0.04065,0.08058,0.10163,0.08213,0.07736,112,68.65,3,114
Liszt,KonstantinKrasnitsky,Belarus,M,ApresUneLectureDeDanteFantasiaQuasiSonata,1008,214,4/4,0.05433,0.08058,0.12872,0.0778,0.06717,0.08391,0.09295,0.07106,0.08589,0.10413,0.07867,0.07479,116,69.33,1,119
Liszt,KonstantinKrasnitsky,Belarus,M,EtudeNo6,347,213,4/4,0.0999,0.04045,0.08948,0.02901,0.20613,0.10521,0.01757,0.05352,0.07089,0.16343,0.02533,0.09908,118,75.13,2,123
Liszt,MarinaKan,Norway,F,GrandesEtudesDePaganiniS141No3,288,212,4/4,0.01954,0.08115,0.03513,0.29589,0.07669,0.02895,0.06878,0.04973,0.11727,0.03216,0.09871,0.09599,109,64.28,3,122
Liszt,KonstantinKrasnitsky,Belarus,M,Funerailes(2),714,144,4/4,0.13895,0.13448,0.05152,0.07181,0.07465,0.11298,0.05416,0.03813,0.12211,0.08093,0.08154,0.03874,115,68.69,3,117
Liszt,KonstantinKrasnitsky,Belarus,M,Funerailes,729,148,4/4,0.13854,0.13281,0.04901,0.07391,0.07589,0.11304,0.05593,0.03834,0.12194,0.08004,0.08083,0.03972,120,71.45,3,126
Liszt,VincentVu,Canada,M,GrandesEtudesDePaganiniNo3,279,212,4/4,0.0186,0.08045,0.03672,0.29572,0.07369,0.02658,0.07272,0.05194,0.1179,0.03382,0.09737,0.09447,102,70.48,3,115
Liszt,WestonMizumoto,USA,M,StaendshenS558No9,160,206,4/4,0.06493,0.05592,0.10995,0.07204,0.03175,0.29953,0.03602,0.0346,0.04123,0.06825,0.15498,0.03081,104,64.98,3,108
Liszt,Young-AhTak,SouthKorea,F,RigolettoPraphrase(2),392,213,4/4,0.08254,0.13561,0.03331,0.12958,0.041,0.11274,0.09883,0.02928,0.15428,0.05655,0.07559,0.0507,115,70.3,2,119
Liszt,YangShen,China,F,SpanishRhapsody,778,213,4/4,0.04977,0.10871,0.08993,0.06837,0.09979,0.05055,0.10827,0.06621,0.07867,0.15068,0.0457,0.08335,112,66.32,3,114
Liszt,TatianaIvleva,Russia,F,HungarianRhapsodyNo12InCSharpMinor(2),571,211,4/4,0.04771,0.16612,0.02868,0.08656,0.07691,0.0711,0.10044,0.03066,0.19426,0.05947,0.07771,0.06039,110,68.75,6,116
Liszt,DarrettZusko,Canada,M,TranscendentalEtudeNo7,258,214,4/4,0.06726,0.09812,0.04813,0.13237,0.04721,0.09781,0.09102,0.05184,0.11817,0.04289,0.13545,0.06973,126,77.64,1,126
Liszt,ChengGuang,China,M,MephistoWaltzNo1S514,677,211,4/4,0.06255,0.11129,0.07246,0.04634,0.14131,0.09908,0.08837,0.04243,0.08127,0.10328,0.07646,0.07516,120,67.96,1,122
Liszt,ChengGuang,China,M,ApresUneLectureDeDanteS161No7,997,210,4/4,0.05453,0.08208,0.12812,0.07374,0.072,0.07954,0.08882,0.06938,0.08779,0.11105,0.07787,0.07509,117,69.38,1,121
Liszt,NoaLeighKleisen,Netherlands,F,ConcertEtudeWaldesrauschen,236,218,4/4,0.09163,0.11952,0.04168,0.10205,0.07049,0.08826,0.10205,0.03923,0.14527,0.1042,0.04566,0.04995,97,61.01,4,104
Liszt,TatianaLarionova,Russia,F,ApresUneLectureDeDante(2),913,209,4/4,0.05403,0.08467,0.12676,0.07532,0.06838,0.08104,0.09306,0.06951,0.08693,0.10523,0.07951,0.07556,114,72.21,2,117
Liszt,TatianaLarionova,Russia,F,ApresUneLectureDeDante,979,212,4/4,0.05362,0.08405,0.12932,0.07522,0.06743,0.08116,0.09529,0.06896,0.08758,0.105,0.07803,0.07434,110,70.19,3,112
Liszt,TatianaLarionova,Russia,F,EtudeInEFlatMajorNo2,326,192,4/4,0.09292,0.03366,0.11766,0.11795,0.03625,0.11133,0.0397,0.10242,0.07394,0.05351,0.15449,0.06617,100,73.1,2,108
Liszt,ClaireLee,Canada,F,ConcertEtudeNo3InDFlatMajor,378,213,4/4,0.07229,0.15812,0.04309,0.08654,0.06161,0.11538,0.09188,0.0292,0.14067,0.08974,0.06588,0.04558,97,59.21,3,109
Liszt,CharlieLiu,China,M,EtudesDExecutionTranscendanteNo4,394,191,4/4,0.05421,0.08116,0.1431,0.04982,0.09903,0.07904,0.06148,0.08979,0.05633,0.12432,0.10403,0.05769,116,73.41,3,119
Liszt,MarinaKan,Norway,F,GrandesEtudesDePaganiniS141No5,174,196,4/4,0.06157,0.00872,0.05028,0.02565,0.21909,0.03592,0.10775,0.06927,0.12057,0.09954,0.00821,0.19343,94,63.56,2,101
Liszt,YunyiQin,China,F,TranscendentalEtudeNo10,283,216,4/4,0.1233,0.1107,0.03805,0.07734,0.0635,0.14085,0.05288,0.07018,0.11712,0.04324,0.08994,0.07289,114,72.8,3,122
Liszt,MarinaKan,Norway,F,GrandesEtudesDePaganiniS141No4,125,211,4/4,0.05536,0.06033,0.0511,0.06955,0.20866,0.01987,0.07878,0.06955,0.11214,0.08233,0.03903,0.1533,84,64.79,3,98
Liszt,HenryWongDoe,NewZealand,M,TranscendentalEtudeNo9Ricordanza,575,202,4/4,0.10129,0.11542,0.04883,0.15194,0.06497,0.08596,0.03995,0.07405,0.11965,0.03592,0.12046,0.04157,112,61.63,1,116
Liszt,YonggiuLiu,China,F,TristanAndIsoldeLiebestodS447,387,209,4/4,0.0406,0.08431,0.04732,0.09128,0.1314,0.05813,0.11122,0.05453,0.12131,0.0502,0.08095,0.12875,110,59.39,3,113
Liszt,VladimirLevitsky,Russia,M,LaCampanella,277,212,4/4,0.019,0.08539,0.03331,0.29557,0.07131,0.02557,0.07272,0.05466,0.12034,0.02862,0.09993,0.0936,106,66.48,2,111
Liszt,VladimirLevitsky,Russia,M,LaCampanella(2),276,222,4/4,0.01883,0.08614,0.03436,0.29395,0.07508,0.02518,0.07555,0.04966,0.1172,0.03177,0.09908,0.0932,101,68.02,3,107
Liszt,VladimirLevitsky,Russia,M,HungarianRhapsodyNo2(HorowitzEdition),536,217,4/4,0.05941,0.26299,0.03463,0.08982,0.0435,0.07363,0.09517,0.01788,0.15163,0.05322,0.06068,0.05744,108,67.22,2,112
Liszt,VladimirLevitsky,Russia,M,HungarianRhapsodyNo2(HorowitzEdition)(3),309,206,4/4,0.05189,0.08857,0.11594,0.02272,0.16532,0.1027,0.04348,0.03185,0.09966,0.13759,0.06191,0.07837,108,72.85,3,118
Liszt,VladimirLevitsky,Russia,M,HungarianRhapsodyNo2(HorowitzEdition)(2),531,208,4/4,0.06024,0.26176,0.03614,0.08721,0.04489,0.07315,0.09552,0.01936,0.15046,0.05436,0.0601,0.0568,112,68.53,3,119
Liszt,YangShen,China,F,SpanishRhapsody(2),758,212,4/4,0.0513,0.10804,0.08862,0.06885,0.09893,0.05061,0.1083,0.06518,0.07933,0.14801,0.04865,0.08419,118,68.35,2,123
Liszt,ChaeyoungPark,USA,F,TranscendentalEtueNo5,247,213,4/4,0.07908,0.06551,0.10225,0.07955,0.05756,0.13617,0.09219,0.05569,0.06668,0.07955,0.11535,0.07043,108,63.8,3,118
Liszt,DarrettZusko,Canada,M,SonataInBMinor,1402,199,4/4,0.05532,0.08801,0.07581,0.09272,0.08009,0.06598,0.10201,0.09224,0.07664,0.07723,0.09695,0.097,126,73.7,1,126
Liszt,ShwanSebastian,Romania,M,EtudeNo3LaCampanella,263,215,4/4,0.01917,0.07943,0.0381,0.29084,0.06947,0.02615,0.07644,0.05279,0.11803,0.03113,0.10209,0.09636,105,65.3,6,116
Liszt,InnaFaliks,Ukraine,F,LaCampanella,278,210,4/4,0.01896,0.08092,0.0384,0.28676,0.08165,0.02722,0.07363,0.05079,0.11932,0.03281,0.09356,0.09599,113,72.87,6,120
Liszt,InnaFaliks,USA,F,LaCampanella2,284,222,4/4,0.02034,0.08309,0.03497,0.28993,0.07837,0.02604,0.07292,0.05109,0.12004,0.031,0.09623,0.09598,112,70.73,3,125
Liszt,YungWookYoo,SouthKorea,M,EtudeNo2LaLeggierezza,335,206,4/4,0.10243,0.12196,0.03515,0.08321,0.08291,0.10153,0.05137,0.0781,0.09793,0.06699,0.09492,0.08351,94,65.39,10,108
Liszt,VsevolodDvorkine,Italy,M,SonataInBMinor,1767,189,4/4,0.05604,0.08554,0.07852,0.08948,0.08124,0.06828,0.09881,0.09651,0.07361,0.08003,0.09221,0.09972,106,69.17,6,111
Liszt,YungWookYoo,SouthKorea,M,DanteSonata,1009,202,4/4,0.0544,0.08502,0.12243,0.07411,0.07099,0.08136,0.09344,0.06928,0.08627,0.10778,0.07933,0.07559,109,69.56,6,115
Liszt,VsevolodDvorkine,Italy,M,Widmung,232,207,4/4,0.13316,0.1131,0.01494,0.18353,0.06872,0.05463,0.02475,0.0478,0.20102,0.03585,0.07896,0.04353,98,63.9,6,112
Liszt,JoshuaIzzard,USA,M,EtudeNo2,295,195,4/4,0.09562,0.03068,0.11766,0.11618,0.03813,0.11171,0.03753,0.10337,0.07328,0.05511,0.15401,0.06673,99,69.53,3,106
Liszt,Sun-AhKim,SouthKorea,F,TranscendentalEtudeNo10InFMinor,271,208,4/4,0.12144,0.10816,0.04297,0.07991,0.06036,0.14727,0.05311,0.07315,0.11323,0.04008,0.08764,0.07267,110,75.82,2,121
Liszt,EdisherSavitski,Georgia,M,IsoldasLiebestod(2),508,206,4/4,0.0462,0.08438,0.04685,0.09046,0.12516,0.05705,0.11302,0.05466,0.12126,0.05662,0.08503,0.11931,121,62.11,2,126
Liszt,EdisherSavitski,Georgia,M,IsoldasLiebestod,537,205,4/4,0.04904,0.08496,0.0456,0.08733,0.12024,0.06388,0.1097,0.05507,0.1196,0.05614,0.08626,0.12218,124,62.96,2,126
Liszt,MarinaKan,Norway,F,GrandesEtudesDePaganiniS141No2,341,196,4/4,0.09571,0.03435,0.11538,0.11891,0.03817,0.10834,0.03993,0.10217,0.07105,0.05608,0.15355,0.06635,100,65.39,1,103
Liszt,JoshuaHannum-Izzard,USA,M,Rigoletto(ConcertParaphrase),404,217,4/4,0.08418,0.13742,0.03037,0.12692,0.04087,0.1153,0.10086,0.02868,0.15467,0.05512,0.07424,0.05137,100,65.16,6,107
Liszt,SutiniGoh,Indonesia,F,Staendchen,364,145,4/4,0.04438,0.06636,0.18706,0.00415,0.08503,0.07964,0.08171,0.12236,0.00124,0.22231,0.06221,0.04355,89,49.11,3,94
Liszt,YangLiu,China,F,ApresUneLectureDeDanteFantasiaQuasiSonataS161No7,1027,212,4/4,0.05292,0.0849,0.12711,0.07633,0.07149,0.08054,0.09466,0.06752,0.08411,0.10958,0.0753,0.07554,113,65.38,1,116
Liszt,YangLiu,China,F,TranscendentalEtudeNo5S139No5,225,206,4/4,0.07226,0.06552,0.10502,0.08318,0.05901,0.13336,0.09782,0.0553,0.06761,0.08062,0.1099,0.0704,98,61.7,3,106
Liszt,InnaFaliks,USA,F,LaCampanella,289,205,4/4,0.01931,0.07993,0.03544,0.2899,0.07944,0.02713,0.07358,0.05255,0.12002,0.033,0.09411,0.09558,116,72.35,2,119
Liszt,WonKim,SouthKorea,M,RhapsodieEspagnole,819,193,4/4,0.05122,0.10658,0.0898,0.06987,0.10066,0.04976,0.11015,0.06419,0.07943,0.14524,0.04847,0.08462,108,68.93,6,114
Liszt,YokoHagino,Japan,F,TranscendentalEtudeNo10InFMinor,293,213,4/4,0.12159,0.10889,0.04398,0.0809,0.06021,0.14111,0.05738,0.07126,0.119,0.03739,0.09102,0.06726,104,71.4,6,110
Liszt,WonKim,SouthKorea,M,TranscendentalEtudeNo5FeuxFollets,222,198,4/4,0.07297,0.06713,0.10552,0.08285,0.0577,0.13538,0.09475,0.05793,0.06691,0.07791,0.11203,0.06893,100,65.53,7,110
Liszt,YukikoSekino,Japan,F,LaLeggierezza,313,208,4/4,0.10297,0.12351,0.03739,0.07937,0.08489,0.09868,0.04903,0.07999,0.0947,0.07079,0.09409,0.08458,101,64.47,2,109
Liszt,IstvanLajko,Hungary,M,Sonetto123DelPetrarca,389,185,4/4,0.08906,0.11458,0.03906,0.10156,0.06302,0.11354,0.04688,0.07969,0.15469,0.02552,0.09583,0.07656,95,54.9,3,102
Liszt,IstvanLajko,Hungary,M,AbIrato,156,211,4/4,0.08919,0.05135,0.07761,0.07259,0.13822,0.0251,0.10618,0.09344,0.07413,0.06988,0.05058,0.15174,104,71.81,3,110
Liszt,KalleToivo,Finland,M,ReminiscencesDeDonJuan,1021,212,4/4,0.05411,0.08849,0.09324,0.05721,0.11937,0.10294,0.06631,0.04355,0.07338,0.12577,0.09053,0.08512,106,62.4,6,111
Liszt,YevgenyMorozov,Ukraine,M,TranscendentalEtudeNo10InFMinor,255,215,4/4,0.12227,0.10403,0.04502,0.08057,0.06351,0.14147,0.05427,0.07346,0.11588,0.03934,0.08697,0.07322,120,77.75,2,124
Liszt,DenisEvstioukhine,Russia,M,SpanishRhapsody,736,214,4/4,0.05044,0.10957,0.08631,0.0691,0.10164,0.05018,0.10991,0.06399,0.08043,0.14501,0.04908,0.08435,105,67.77,6,111
Liszt,KatelynTran,USA,F,TranscendentalEtudeNo10,280,215,4/4,0.12176,0.10485,0.04735,0.08005,0.06607,0.13709,0.04938,0.07554,0.11319,0.04149,0.08906,0.07418,118,73.54,2,122
Liszt,SunghoonHwang,SouthKorea,M,TranscendentalEtudeNo10,286,214,4/4,0.12134,0.10913,0.04126,0.08008,0.06201,0.14648,0.05127,0.07617,0.11572,0.03638,0.08911,0.07104,116,73.84,3,123
Liszt,NicolasGiacomelli,Italy,M,SonataInBMinorS178,1704,200,4/4,0.05878,0.08642,0.07605,0.08899,0.08074,0.06979,0.1007,0.0942,0.07336,0.08138,0.09069,0.09889,119,69.4,2,120
Liszt,RogerMcVey,USA,M,TranscendentalEtudeNo10InFMinor,294,214,4/4,0.11591,0.10845,0.04451,0.08043,0.06146,0.13647,0.05761,0.0714,0.11907,0.03954,0.09648,0.06869,108,72.64,6,115
Liszt,ShenHao,China,M,LaCampanella,276,215,4/4,0.0203,0.08072,0.03498,0.29795,0.0773,0.02789,0.07143,0.05235,0.11864,0.03278,0.09491,0.09075,111,72.14,3,119
Liszt,LindsayGarritson,USA,F,BalladeNo2InBMinorS171,858,205,4/4,0.05164,0.1194,0.0765,0.08374,0.07186,0.06148,0.11913,0.06885,0.08333,0.07199,0.10109,0.09098,119,67.29,1,124
Liszt,MichaelSchneider,USA,M,TranscendentalEtudeNo4Mazeppa,454,205,4/4,0.05663,0.08131,0.13625,0.05585,0.09949,0.07624,0.06676,0.08495,0.06598,0.11443,0.10144,0.06066,121,71.64,1,126
Liszt,NinaHu,China,F,HungarianRhapsodyNo10,335,208,4/4,0.06754,0.05236,0.03921,0.08296,0.17112,0.0374,0.10743,0.06278,0.08273,0.09089,0.0349,0.17067,107,69.75,4,123
Liszt,MarinaKan,Norway,F,GrandesEtudesDePaganiniS141No1,288,213,4/4,0.09373,0.03496,0.16034,0.10277,0.05726,0.06269,0.0651,0.1531,0.01718,0.08921,0.10157,0.06209,105,59.49,3,107
Liszt,MartinLeung,USA,M,VeneziaENapoliS162No3,522,215,4/4,0.08873,0.05532,0.14131,0.10204,0.04593,0.06367,0.04893,0.1297,0.07229,0.07581,0.11365,0.06263,114,65.15,3,116
Liszt,MartinLeung,USA,M,VeneziaENapoliS162No2,185,215,4/4,0.00576,0.04971,0.12873,0.16379,0.01204,0.08844,0.17635,0.01308,0.08216,0.05965,0.15646,0.06384,98,46.66,2,99
Liszt,MartinLeung,USA,M,VeneziaENapoliS162No1,284,216,4/4,0.03807,0.25805,0.03221,0.14165,0.01171,0.06406,0.15776,0.00476,0.06955,0.02269,0.11969,0.0798,85,49.41,3,90
